Ticket_ID,Customer_Age,Customer_Gender,Date_of_Purchase,Ticket_Type,Ticket_Status,Ticket_Priority,Ticket_Channel,First_Response_Time,Time_to_Resolution,Customer_Satisfaction_Rating,Resolution_Hours
280,40,Female,24-06-2021,Billing inquiry,Pending Customer Response,High,Social media,01-06-2023 6:29,,,
281,33,Male,08-05-2021,Product inquiry,Closed,Critical,Chat,01-06-2023 14:22,01-06-2023 16:09,2,1.78
282,52,Male,11-11-2020,Product inquiry,Pending Customer Response,Low,Social media,01-06-2023 13:00,,,
283,64,Male,12-08-2021,Cancellation request,Open,Low,Social media,,,,
284,39,Other,06-01-2021,Technical issue,Open,Critical,Social media,,,,
285,35,Female,24-03-2020,Billing inquiry,Pending Customer Response,Low,Phone,31-05-2023 22:22,,,
286,24,Female,06-11-2021,Technical issue,Pending Customer Response,Medium,Social media,31-05-2023 22:02,,,
287,25,Other,23-10-2021,Technical issue,Pending Customer Response,Critical,Phone,01-06-2023 9:38,,,
288,37,Other,06-07-2020,Product inquiry,Open,Low,Email,,,,
289,54,Other,21-10-2020,Refund request,Open,High,Chat,,,,
290,30,Other,21-03-2020,Refund request,Pending Customer Response,Critical,Email,01-06-2023 16:49,,,
291,58,Other,04-04-2020,Billing inquiry,Pending Customer Response,Low,Chat,31-05-2023 22:57,,,
292,26,Male,27-01-2021,Cancellation request,Open,High,Social media,,,,
293,35,Female,09-12-2021,Billing inquiry,Closed,High,Email,01-06-2023 5:29,01-06-2023 9:47,2,4.3
294,65,Male,07-06-2021,Product inquiry,Open,Critical,Social media,,,,
295,58,Female,03-09-2020,Product inquiry,Closed,Critical,Phone,01-06-2023 1:49,01-06-2023 0:15,3,-1.57
296,29,Female,20-03-2021,Refund request,Open,Medium,Email,,,,
297,26,Female,02-04-2021,Billing inquiry,Closed,Medium,Social media,01-06-2023 11:27,01-06-2023 8:26,5,-3.02
298,24,Male,12-09-2020,Cancellation request,Closed,Critical,Phone,01-06-2023 4:14,01-06-2023 17:40,2,13.43
299,22,Other,26-06-2020,Product inquiry,Open,Low,Chat,,,,
300,68,Female,06-10-2021,Cancellation request,Pending Customer Response,Medium,Phone,01-06-2023 2:55,,,
301,59,Other,07-10-2020,Cancellation request,Open,High,Social media,,,,
302,30,Other,03-05-2020,Cancellation request,Open,Medium,Social media,,,,
303,44,Male,22-01-2020,Product inquiry,Closed,Medium,Phone,01-06-2023 0:49,01-06-2023 1:53,1,1.07
304,28,Female,26-07-2021,Cancellation request,Pending Customer Response,Medium,Social media,01-06-2023 10:19,,,
305,53,Female,06-03-2021,Cancellation request,Closed,Medium,Chat,01-06-2023 12:24,01-06-2023 21:20,5,8.93
306,33,Female,17-08-2020,Cancellation request,Open,Critical,Chat,,,,
307,32,Female,05-07-2021,Refund request,Closed,Low,Social media,01-06-2023 17:07,01-06-2023 20:10,2,3.05
308,21,Female,05-05-2020,Technical issue,Pending Customer Response,Critical,Social media,01-06-2023 8:11,,,
309,19,Other,20-04-2021,Product inquiry,Open,High,Chat,,,,
310,62,Female,17-07-2020,Technical issue,Open,High,Chat,,,,
311,53,Male,06-09-2020,Technical issue,Closed,High,Social media,01-06-2023 13:51,01-06-2023 4:49,2,-9.03
312,46,Female,18-07-2020,Refund request,Closed,Critical,Chat,01-06-2023 7:18,01-06-2023 9:18,2,2
313,46,Female,26-06-2020,Technical issue,Closed,Medium,Email,01-06-2023 0:13,01-06-2023 1:29,1,1.27
314,18,Male,04-07-2021,Product inquiry,Open,Low,Phone,,,,
315,30,Female,15-01-2021,Cancellation request,Closed,High,Email,01-06-2023 5:58,01-06-2023 5:41,2,-0.28
316,33,Other,02-09-2020,Cancellation request,Pending Customer Response,Critical,Chat,31-05-2023 22:01,,,
317,52,Male,15-08-2021,Cancellation request,Open,High,Chat,,,,
318,18,Male,03-05-2020,Technical issue,Closed,Low,Chat,01-06-2023 7:32,31-05-2023 23:53,4,-7.65
319,28,Female,10-09-2021,Billing inquiry,Pending Customer Response,Medium,Email,01-06-2023 18:51,,,
320,29,Female,06-07-2021,Refund request,Open,Critical,Phone,,,,
321,27,Other,09-08-2021,Cancellation request,Closed,Medium,Email,01-06-2023 12:49,01-06-2023 5:11,4,-7.63
322,66,Female,12-10-2020,Billing inquiry,Open,High,Email,,,,
323,70,Male,24-11-2021,Refund request,Closed,Critical,Social media,01-06-2023 6:48,31-05-2023 23:56,3,-6.87
324,47,Other,15-01-2021,Technical issue,Open,Critical,Social media,,,,
325,66,Other,11-03-2020,Product inquiry,Pending Customer Response,Low,Phone,01-06-2023 6:35,,,
326,52,Female,27-01-2020,Refund request,Closed,Low,Phone,01-06-2023 0:41,01-06-2023 11:28,4,10.78
327,69,Male,14-07-2020,Product inquiry,Pending Customer Response,Critical,Email,01-06-2023 4:58,,,
328,45,Other,22-11-2020,Refund request,Open,Low,Social media,,,,
329,58,Female,09-08-2021,Technical issue,Open,Medium,Chat,,,,
330,45,Female,21-10-2021,Refund request,Closed,Medium,Chat,01-06-2023 4:28,01-06-2023 9:59,5,5.52
331,55,Other,06-08-2020,Refund request,Open,Low,Phone,,,,
332,49,Male,09-07-2020,Cancellation request,Pending Customer Response,Medium,Phone,01-06-2023 0:05,,,
333,21,Male,18-04-2020,Technical issue,Closed,Medium,Social media,01-06-2023 18:11,01-06-2023 19:56,2,1.75
334,41,Other,06-02-2021,Technical issue,Closed,Medium,Phone,01-06-2023 10:39,31-05-2023 23:46,2,-10.88
335,63,Female,20-04-2021,Product inquiry,Pending Customer Response,High,Email,01-06-2023 18:51,,,
336,36,Female,29-06-2021,Cancellation request,Open,High,Phone,,,,
337,33,Male,16-10-2020,Technical issue,Pending Customer Response,Critical,Phone,01-06-2023 19:18,,,
338,56,Other,16-06-2021,Technical issue,Open,High,Email,,,,
339,45,Male,07-02-2021,Technical issue,Closed,Critical,Social media,01-06-2023 8:44,01-06-2023 16:42,3,7.97
340,33,Male,25-02-2020,Product inquiry,Closed,Low,Email,01-06-2023 15:40,01-06-2023 11:02,1,-4.63
341,25,Female,05-11-2020,Billing inquiry,Open,Medium,Phone,,,,
342,20,Female,25-11-2021,Cancellation request,Pending Customer Response,Critical,Email,01-06-2023 21:26,,,
343,21,Male,20-01-2021,Cancellation request,Closed,Low,Chat,01-06-2023 15:44,01-06-2023 21:15,5,5.52
344,48,Other,16-08-2021,Product inquiry,Open,Medium,Phone,,,,
345,52,Other,16-05-2021,Technical issue,Closed,High,Phone,01-06-2023 5:24,01-06-2023 17:25,3,12.02
346,54,Male,12-04-2021,Technical issue,Closed,High,Social media,01-06-2023 15:56,01-06-2023 7:13,5,-8.72
347,63,Female,17-05-2021,Technical issue,Open,Low,Email,,,,
348,44,Female,19-03-2021,Refund request,Open,Medium,Chat,,,,
349,52,Male,13-10-2021,Technical issue,Pending Customer Response,Medium,Email,01-06-2023 18:27,,,
350,28,Female,15-07-2020,Billing inquiry,Closed,Critical,Email,31-05-2023 23:30,01-06-2023 17:25,3,17.92
351,70,Other,27-10-2021,Cancellation request,Closed,Critical,Social media,01-06-2023 7:33,01-06-2023 17:15,2,9.7
352,51,Female,19-12-2021,Cancellation request,Pending Customer Response,Medium,Phone,01-06-2023 1:32,,,
353,47,Male,14-12-2020,Refund request,Closed,High,Email,01-06-2023 16:10,01-06-2023 10:42,2,-5.47
354,52,Male,29-12-2021,Cancellation request,Closed,Critical,Chat,01-06-2023 19:19,01-06-2023 4:54,4,-14.42
355,51,Male,11-07-2020,Billing inquiry,Pending Customer Response,Medium,Phone,31-05-2023 23:23,,,
356,18,Other,06-01-2020,Billing inquiry,Pending Customer Response,High,Social media,01-06-2023 2:07,,,
357,38,Male,14-10-2021,Technical issue,Closed,High,Chat,01-06-2023 1:05,01-06-2023 20:42,2,19.62
358,25,Female,18-11-2021,Refund request,Open,Critical,Social media,,,,
359,58,Male,03-01-2021,Billing inquiry,Pending Customer Response,Low,Social media,01-06-2023 7:13,,,
360,24,Male,21-08-2020,Billing inquiry,Open,Critical,Chat,,,,
361,42,Male,05-02-2020,Cancellation request,Closed,Medium,Email,01-06-2023 6:19,01-06-2023 8:39,5,2.33
362,50,Other,05-12-2020,Product inquiry,Closed,Medium,Chat,01-06-2023 12:47,01-06-2023 14:54,4,2.12
363,21,Male,14-03-2021,Product inquiry,Open,Low,Chat,,,,
364,48,Male,21-08-2020,Refund request,Open,Critical,Email,,,,
365,33,Male,25-09-2021,Cancellation request,Closed,High,Chat,01-06-2023 15:03,01-06-2023 20:10,1,5.12
366,22,Male,02-02-2020,Billing inquiry,Closed,Medium,Social media,01-06-2023 11:34,01-06-2023 7:18,3,-4.27
367,51,Other,08-07-2021,Cancellation request,Open,Critical,Email,,,,
368,29,Female,08-03-2021,Billing inquiry,Open,Critical,Chat,,,,
369,29,Other,19-09-2020,Cancellation request,Pending Customer Response,Low,Chat,01-06-2023 8:29,,,
370,62,Male,17-11-2021,Product inquiry,Pending Customer Response,Low,Chat,01-06-2023 1:26,,,
371,24,Male,31-10-2020,Refund request,Closed,Medium,Email,01-06-2023 14:12,31-05-2023 23:26,2,-14.77
372,39,Other,21-02-2021,Cancellation request,Closed,Medium,Email,31-05-2023 22:20,31-05-2023 22:59,1,0.65
373,32,Male,04-11-2021,Refund request,Closed,Medium,Social media,01-06-2023 14:52,01-06-2023 21:08,5,6.27
374,24,Other,01-06-2021,Technical issue,Closed,Critical,Phone,01-06-2023 10:52,01-06-2023 11:42,1,0.83
375,63,Male,21-02-2020,Product inquiry,Pending Customer Response,Low,Email,01-06-2023 4:34,,,
376,30,Female,12-08-2021,Product inquiry,Closed,Low,Phone,01-06-2023 19:50,01-06-2023 20:11,1,0.35
377,28,Male,10-05-2021,Refund request,Pending Customer Response,Low,Email,01-06-2023 20:07,,,
378,51,Female,17-12-2020,Cancellation request,Open,Medium,Phone,,,,
379,42,Other,19-07-2020,Refund request,Closed,Medium,Email,01-06-2023 18:31,31-05-2023 22:18,4,-20.22
380,42,Male,07-10-2020,Refund request,Open,Medium,Social media,,,,
381,37,Female,03-05-2020,Product inquiry,Closed,Low,Email,01-06-2023 7:09,01-06-2023 13:10,5,6.02
382,62,Male,07-09-2021,Product inquiry,Closed,High,Email,01-06-2023 1:57,31-05-2023 23:14,4,-2.72
383,42,Other,28-04-2020,Billing inquiry,Open,Critical,Email,,,,
384,37,Other,16-12-2020,Refund request,Closed,High,Social media,01-06-2023 8:19,01-06-2023 13:00,3,4.68
385,58,Other,19-01-2021,Product inquiry,Open,Critical,Social media,,,,
386,49,Female,25-10-2020,Technical issue,Closed,Medium,Chat,01-06-2023 15:49,01-06-2023 11:32,4,-4.28
387,52,Male,17-07-2021,Cancellation request,Closed,Critical,Email,01-06-2023 17:25,31-05-2023 23:21,2,-18.07
388,22,Female,08-12-2020,Billing inquiry,Closed,High,Chat,01-06-2023 16:17,01-06-2023 17:28,4,1.18
389,33,Female,09-08-2020,Refund request,Pending Customer Response,Medium,Chat,01-06-2023 17:36,,,
390,40,Other,12-09-2021,Billing inquiry,Pending Customer Response,Medium,Email,01-06-2023 19:37,,,
391,19,Other,09-07-2021,Technical issue,Closed,High,Phone,01-06-2023 5:20,01-06-2023 17:47,4,12.45
392,60,Other,29-05-2020,Refund request,Pending Customer Response,High,Phone,01-06-2023 5:28,,,
393,20,Female,21-01-2021,Billing inquiry,Pending Customer Response,Critical,Phone,01-06-2023 14:26,,,
394,26,Female,27-08-2021,Billing inquiry,Pending Customer Response,High,Chat,01-06-2023 15:51,,,
395,43,Female,26-02-2020,Product inquiry,Closed,Critical,Chat,01-06-2023 16:18,01-06-2023 12:07,1,-4.18
396,21,Female,26-12-2020,Technical issue,Closed,Low,Phone,31-05-2023 21:55,01-06-2023 8:31,2,10.6
397,49,Other,23-02-2021,Refund request,Pending Customer Response,Low,Chat,01-06-2023 6:03,,,
398,19,Male,23-12-2020,Refund request,Open,Medium,Chat,,,,
399,41,Female,02-04-2021,Billing inquiry,Pending Customer Response,Critical,Phone,01-06-2023 6:14,,,
400,26,Male,18-04-2020,Product inquiry,Pending Customer Response,High,Chat,01-06-2023 5:46,,,
401,51,Female,13-04-2021,Billing inquiry,Open,Medium,Phone,,,,
402,59,Other,14-12-2021,Billing inquiry,Pending Customer Response,Medium,Email,01-06-2023 3:47,,,
403,51,Female,01-06-2021,Cancellation request,Closed,Medium,Social media,01-06-2023 10:23,01-06-2023 8:51,3,-1.53
404,67,Other,11-11-2021,Billing inquiry,Closed,Low,Phone,01-06-2023 2:42,31-05-2023 22:34,1,-4.13
405,69,Male,30-08-2021,Cancellation request,Closed,Critical,Social media,01-06-2023 8:45,01-06-2023 13:11,2,4.43
406,60,Female,03-04-2020,Technical issue,Open,Low,Phone,,,,
407,54,Female,11-03-2020,Refund request,Open,High,Social media,,,,
408,58,Other,18-08-2020,Technical issue,Open,Medium,Chat,,,,
409,49,Female,20-03-2020,Product inquiry,Closed,Critical,Email,01-06-2023 16:44,01-06-2023 2:29,2,-14.25
410,32,Male,01-10-2021,Product inquiry,Open,Medium,Phone,,,,
411,33,Female,12-08-2020,Cancellation request,Pending Customer Response,Low,Chat,01-06-2023 19:28,,,
412,19,Male,16-05-2021,Refund request,Closed,Low,Phone,01-06-2023 5:07,01-06-2023 6:59,4,1.87
413,49,Female,22-03-2021,Refund request,Pending Customer Response,Medium,Email,01-06-2023 1:27,,,
414,62,Male,31-12-2020,Technical issue,Open,Low,Email,,,,
415,62,Other,12-01-2020,Technical issue,Open,Critical,Phone,,,,
416,41,Male,09-01-2021,Refund request,Open,Critical,Social media,,,,
417,33,Female,06-03-2020,Product inquiry,Open,Low,Email,,,,
418,58,Other,12-06-2020,Refund request,Open,Critical,Email,,,,
419,47,Female,17-06-2020,Technical issue,Closed,Low,Chat,31-05-2023 22:20,01-06-2023 20:41,2,22.35
420,55,Other,26-11-2020,Product inquiry,Open,Critical,Email,,,,
421,22,Other,14-03-2020,Billing inquiry,Pending Customer Response,Critical,Phone,01-06-2023 20:33,,,
422,43,Female,11-08-2021,Cancellation request,Pending Customer Response,Medium,Email,01-06-2023 12:08,,,
423,68,Male,14-10-2021,Cancellation request,Pending Customer Response,Low,Email,01-06-2023 19:30,,,
424,49,Male,19-04-2020,Product inquiry,Pending Customer Response,High,Phone,01-06-2023 1:27,,,
425,68,Female,28-05-2020,Product inquiry,Pending Customer Response,High,Chat,01-06-2023 20:57,,,
426,44,Male,03-07-2021,Product inquiry,Open,Low,Chat,,,,
427,66,Male,30-05-2021,Billing inquiry,Pending Customer Response,High,Email,01-06-2023 2:39,,,
428,65,Other,23-11-2020,Technical issue,Open,Medium,Email,,,,
429,35,Male,21-04-2020,Refund request,Closed,High,Phone,01-06-2023 17:08,01-06-2023 6:23,3,-10.75
430,64,Male,12-02-2021,Refund request,Closed,Low,Chat,01-06-2023 15:09,01-06-2023 16:26,1,1.28
431,54,Other,23-09-2020,Cancellation request,Pending Customer Response,Low,Phone,01-06-2023 5:28,,,
432,34,Other,03-05-2020,Billing inquiry,Pending Customer Response,Low,Email,31-05-2023 22:03,,,
433,21,Male,26-07-2020,Product inquiry,Pending Customer Response,Medium,Email,01-06-2023 14:34,,,
434,45,Other,25-03-2021,Product inquiry,Open,Low,Email,,,,
435,43,Male,13-03-2021,Product inquiry,Open,Medium,Phone,,,,
436,68,Female,12-01-2021,Billing inquiry,Pending Customer Response,Critical,Social media,01-06-2023 12:43,,,
437,46,Other,24-08-2020,Billing inquiry,Open,Low,Phone,,,,
438,69,Female,25-04-2021,Cancellation request,Closed,Critical,Social media,01-06-2023 10:05,01-06-2023 16:12,4,6.12
439,57,Other,22-05-2021,Product inquiry,Closed,Medium,Social media,01-06-2023 2:04,01-06-2023 1:54,2,-0.17
440,55,Other,29-10-2021,Cancellation request,Closed,Low,Email,01-06-2023 20:32,01-06-2023 20:08,2,-0.4
441,39,Other,27-10-2020,Cancellation request,Open,Low,Social media,,,,
442,39,Male,27-05-2020,Technical issue,Closed,Medium,Chat,01-06-2023 17:31,01-06-2023 4:43,2,-12.8
443,66,Other,26-03-2020,Refund request,Pending Customer Response,Low,Chat,01-06-2023 0:58,,,
444,36,Male,22-04-2021,Refund request,Closed,Medium,Phone,01-06-2023 5:17,01-06-2023 12:06,3,6.82
445,56,Female,24-11-2020,Technical issue,Closed,Medium,Phone,01-06-2023 17:19,01-06-2023 14:40,1,-2.65
446,24,Other,20-07-2020,Technical issue,Open,Low,Phone,,,,
447,57,Male,17-11-2020,Cancellation request,Pending Customer Response,Medium,Chat,31-05-2023 23:33,,,
448,59,Other,11-09-2021,Billing inquiry,Pending Customer Response,High,Phone,01-06-2023 16:26,,,
449,48,Male,04-11-2020,Cancellation request,Pending Customer Response,Medium,Phone,01-06-2023 17:20,,,
450,47,Other,04-02-2020,Refund request,Closed,Critical,Chat,01-06-2023 21:08,01-06-2023 5:56,1,-15.2
451,54,Male,12-08-2021,Refund request,Pending Customer Response,Critical,Email,01-06-2023 13:33,,,
452,46,Male,24-04-2020,Product inquiry,Pending Customer Response,Low,Phone,01-06-2023 15:34,,,
453,32,Male,03-11-2020,Billing inquiry,Open,Critical,Email,,,,
454,21,Female,01-04-2021,Billing inquiry,Closed,High,Social media,01-06-2023 15:48,31-05-2023 23:53,1,-15.92
455,61,Female,06-01-2021,Billing inquiry,Pending Customer Response,Critical,Social media,01-06-2023 10:35,,,
456,28,Male,14-03-2021,Refund request,Closed,Low,Social media,01-06-2023 4:01,01-06-2023 6:25,5,2.4
457,26,Other,30-01-2021,Refund request,Open,Low,Social media,,,,
458,67,Other,02-01-2021,Refund request,Pending Customer Response,Critical,Chat,01-06-2023 1:58,,,
459,58,Male,13-07-2020,Refund request,Closed,Low,Email,01-06-2023 21:18,01-06-2023 11:28,5,-9.83
460,40,Female,20-02-2021,Product inquiry,Closed,Low,Email,01-06-2023 12:21,01-06-2023 11:52,1,-0.48
461,38,Other,16-11-2021,Technical issue,Open,Low,Social media,,,,
462,52,Other,22-09-2020,Billing inquiry,Closed,Critical,Email,31-05-2023 23:15,01-06-2023 13:29,3,14.23
463,20,Other,22-12-2020,Product inquiry,Pending Customer Response,Medium,Social media,01-06-2023 21:01,,,
464,51,Other,17-07-2020,Product inquiry,Closed,Medium,Social media,01-06-2023 5:55,01-06-2023 8:26,2,2.52
465,32,Other,17-10-2021,Cancellation request,Pending Customer Response,Critical,Email,01-06-2023 20:49,,,
466,58,Other,27-02-2020,Product inquiry,Pending Customer Response,High,Chat,01-06-2023 10:12,,,
467,63,Male,01-08-2021,Technical issue,Open,Medium,Email,,,,
468,19,Female,26-04-2020,Billing inquiry,Closed,Critical,Chat,01-06-2023 13:09,01-06-2023 7:01,5,-6.13
469,38,Female,16-09-2020,Cancellation request,Closed,Low,Email,01-06-2023 4:59,31-05-2023 23:16,2,-5.72
470,19,Other,17-10-2021,Technical issue,Open,Low,Social media,,,,
471,65,Other,26-04-2021,Refund request,Closed,Critical,Phone,01-06-2023 19:40,01-06-2023 12:24,3,-7.27
472,38,Female,27-11-2020,Product inquiry,Pending Customer Response,High,Social media,01-06-2023 2:01,,,
473,42,Female,04-06-2021,Cancellation request,Closed,Medium,Phone,01-06-2023 13:13,01-06-2023 10:51,4,-2.37
474,32,Male,08-10-2021,Technical issue,Open,Medium,Phone,,,,
475,60,Other,02-12-2021,Product inquiry,Closed,Low,Social media,01-06-2023 11:53,01-06-2023 2:25,1,-9.47
476,45,Male,28-06-2020,Billing inquiry,Open,High,Chat,,,,
477,59,Female,30-08-2020,Refund request,Open,Low,Social media,,,,
478,45,Male,14-10-2021,Cancellation request,Open,Critical,Email,,,,
479,38,Female,11-10-2021,Billing inquiry,Pending Customer Response,Low,Social media,01-06-2023 7:29,,,
480,46,Male,07-01-2020,Refund request,Open,Critical,Phone,,,,
481,56,Female,19-03-2021,Cancellation request,Open,Medium,Email,,,,
482,21,Male,10-01-2020,Cancellation request,Pending Customer Response,High,Chat,01-06-2023 10:23,,,
483,52,Female,13-09-2021,Technical issue,Open,Medium,Email,,,,
484,37,Other,24-09-2020,Technical issue,Closed,Low,Phone,01-06-2023 21:39,01-06-2023 0:26,5,-21.22
485,70,Female,25-07-2021,Technical issue,Closed,Critical,Chat,01-06-2023 18:13,01-06-2023 7:18,5,-10.92
486,33,Female,20-06-2021,Product inquiry,Closed,Medium,Phone,01-06-2023 0:38,01-06-2023 12:23,5,11.75
487,39,Other,15-11-2021,Refund request,Pending Customer Response,High,Email,01-06-2023 3:39,,,
488,60,Female,05-04-2021,Technical issue,Open,Critical,Chat,,,,
489,63,Other,18-09-2021,Billing inquiry,Open,Medium,Email,,,,
490,50,Other,08-09-2020,Cancellation request,Open,High,Phone,,,,
491,46,Male,03-08-2021,Billing inquiry,Pending Customer Response,Low,Social media,01-06-2023 15:26,,,
492,31,Female,22-12-2021,Technical issue,Open,High,Social media,,,,
493,66,Male,16-03-2020,Billing inquiry,Closed,Critical,Chat,01-06-2023 16:51,01-06-2023 6:56,4,-9.92
494,64,Female,27-04-2020,Refund request,Open,Critical,Phone,,,,
495,63,Other,24-02-2020,Billing inquiry,Open,Low,Phone,,,,
496,33,Other,04-12-2021,Technical issue,Closed,Low,Social media,01-06-2023 5:41,01-06-2023 21:03,1,15.37
497,66,Other,06-11-2020,Technical issue,Closed,Medium,Phone,01-06-2023 5:25,01-06-2023 11:38,1,6.22
